Company Name,Ticker,Market Cap (mil),Avg Volume,Industry,Sector
"SB Financial Group","SBFG","124.19","9789","Banks - Northeast","Finance"
"Sunshine Biopharma, Inc.","SBFM","3.29","134186","Medical - Biomedical and Genetics","Medical"
"Sinclair, Inc.","SBGI","1055.82","343174","Media Conglomerates","Consumer Discretionary"
"Schneider Electric","SBGSY","149087.66","211207","Manufacturing - Electronics","Industrial Products"
"Sally Beauty","SBH","1314.85","982623","Retail - Miscellaneous","Retail-Wholesale"
"SBI","SBHGF","6555.86","237","Financial - Investment Bank","Finance"
"SpringBig Holdings, Inc.","SBIG","4.63","17474","Internet - Software","Computer and Technology"
"Star Bulk Carriers","SBLK","1688.74","1482200","Transportation - Shipping","Transportation"
"Sino Biopharmaceutical","SBMFF","8080.22","1785","Medical - Biomedical and Genetics","Medical"
"Sabra Healthcare REIT","SBRA","4625.27","2108668","REIT and Equity Trust - Other","Finance"
"Companhia de saneamento Basico Do Estado De Sao Paulo  Sabesp","SBS","10662.75","946186","Utility - Water Supply","Utilities"
"Spanish Broadcasting System","SBSAA","3.42","376","Broadcast Radio and Television","Consumer Discretionary"
"Southside Bancshares","SBSI","1087.77","111221","Banks - Southwest","Finance"
"Sibanye Gold Limited","SBSW","3255.15","7882227","Mining - Miscellaneous","Basic Materials"
"Sterling Bancorp","SBT","252.22","26109","Banks - Northeast","Finance"
"Starbucks","SBUX","110543.66","7931689","Retail - Restaurants","Retail-Wholesale"
"Standard Chartered","SCBFF","29455.92","4593","Banks - Foreign","Finance"
"Southern Copper","SCCO","84139.21","959399","Mining - Non Ferrous","Basic Materials"
"Societe Generale Group","SCGLY","23049.12","557399","Banks - Foreign","Finance"
"Scholastic","SCHL","736.36","193932","Publishing - Books","Consumer Staples"
"Charles Schwab","SCHW","131427.08","8222465","Financial - Investment Bank","Finance"
"Sands China","SCHYY","21107.53","26379","Hotels and Motels","Consumer Discretionary"
"Service Corporation International","SCI","12574.04","939672","Funeral Services","Consumer Staples"
"SCI Engineered Materials","SCIA","21.52","2270","Electronics - Semiconductors","Computer and Technology"
"SpectraScience","SCIE",".5","1886757","Medical - Instruments","Medical"
"Socket Mobile","SCKT","8.97","27917","Computer - Peripheral Equipment","Computer and Technology"
"Stepan","SCL","1778.21","101010","Chemical - Diversified ","Basic Materials"
"Canyon Copper","SCLTF","1.03","57710","Mining - Miscellaneous","Basic Materials"
"Scilex Holding Company","SCLX","168.83","3197666","Medical - Biomedical and Genetics","Medical"
"Stellus Capital Investment","SCM","371.5","164589","Financial - SBIC & Commercial Industry","Finance"
"Scientific Industries","SCND","7","2401","Instruments - Scientific","Computer and Technology"
"Scinai Immunotherapeutics Ltd. Sponsored ADR","SCNI","1.95","12280","Medical - Biomedical and Genetics","Medical"
"Scienture Holdings, Inc.","SCNX","13.9","18455","Medical - Drugs","Medical"
"comScore","SCOR","27.24","16011","Business - Services","Business Services"
"scPharmaceuticals","SCPH","210.37","181024","Medical - Biomedical and Genetics","Medical"
"Scope Industries","SCPJ","293.75","50","Pollution Control","Industrial Products"
"Scopus BioPharma","SCPS",".02","4347","Medical - Biomedical and Genetics","Medical"
"Scorpius Holdings, Inc.","SCPX","2.83","212717","Medical - Biomedical and Genetics","Medical"
"Scor","SCRYY","3932.63","41560","Insurance - Multi line","Finance"
"Steelcase","SCS","1497.57","460876","Business - Office Products","Business Services"
"ScanSource","SCSC","1236.64","164341","Industrial Services","Industrial Products"
"Shoe Carnival","SCVL","1031.79","281557","Retail - Apparel and Shoes","Retail-Wholesale"
"374Water Inc.","SCWO","216.34","136045","Waste Removal Services","Business Services"
"SecureWorks","SCWX","743.49","403685","Computers - IT Services","Computer and Technology"
"Scryb","SCYRF","5.14","1059","Internet - Software","Computer and Technology"
"Security Bancorp","SCYT","25.84","10","Financial - Savings and Loan","Finance"
"SCYNEXIS","SCYX","49.71","158965","Medical - Drugs","Medical"
"West Coast Community Bancorp","SCZC","421.19","15192","Banks - West","Finance"
"SandRidge Energy","SD","440.61","308314","Oil and Gas - Integrated - United States","Oils-Energy"
"SUNCAR TECH GRP","SDA","979.38","377160","Technology Services","Business Services"
"SmileDirectClub","SDCCQ",".08","119512","Medical - Dental Supplies","Medical"
"Schrodinger","SDGR","1364.94","616967","Medical Info Systems","Medical"
"Smith Douglas Homes Corp.","SDHC","1863.08","37246","Real Estate - Operations","Finance"
"Stronghold Digital Mining","SDIG","90.86","490764","Financial - Miscellaneous Services","Finance"
"SADOT GROUP INC","SDOT","21.24","79997","Consumer Products - Staples","Consumer Staples"
"Seadrill Limited","SDRL","2958.53","1154109","Oil and Gas - Drilling","Oils-Energy"
"Stardust Power Inc.","SDST","362.52","38402","Electronics - Miscellaneous Products","Computer and Technology"
"Sandvik","SDVKY","24504.43","78437","Manufacturing - Tools & Related Products","Industrial Products"
"Sodexo","SDXAY","13211.96","41614","Business - Services","Business Services"
"","SDY","21445.34","164310","Financial - Investment Funds","Finance"
"Sandoz Group AG Sponsored ADR","SDZNY","19826","69802","Medical - Drugs","Medical"
"Sea Limited","SE","53548.13","2826075","Internet - Software","Computer and Technology"
"SeaChange International","SEAC","15.24","285","Communication - Components","Computer and Technology"
"Vivid Seats","SEAT","743.9","906784","Technology Services","Business Services"
"Seaboard","SEB","2576.96","2529","Food - Miscellaneous","Consumer Staples"
"SolarEdge Technologies","SEDG","784.07","5533510","Solar","Oils-Energy"
"Sealed Air","SEE","5157.51","1240854","Containers - Paper and Packaging","Industrial Products"
"Origin Agritech Limited","SEED","16.66","19884","Agriculture - Operations","Consumer Staples"
"Seelos Therapeutics","SEEL",".27","133634","Medical - Biomedical and Genetics","Medical"
"Seer","SEER","146.2","207316","Medical - Biomedical and Genetics","Medical"
"Seaport Entertainment Group Inc.","SEG","157.21","113132","Real Estate - Operations","Finance"
"Solaris Energy Infrastructure, Inc.","SEI","754.65","326311","Oil and Gas - Mechanical and and Equipment","Oils-Energy"
"SEI Investments","SEIC","10326.87","808614","Financial - Investment Management","Finance"
"Seiko Epson","SEKEY","6845.87","13930","Office Automation and Equipment","Computer and Technology"
"Global Self Storage","SELF","57.46","11868","REIT and Equity Trust - Other","Finance"
"Select Medical","SEM","5084.17","604953","Medical - HMOs","Medical"
"SEMrush","SEMR","1941.77","324012","Internet - Software","Computer and Technology"
"Seneca Foods","SENEA","446.54","17161","Food - Miscellaneous","Consumer Staples"
"Senseonics","SENS","182.82","3895676","Medical Info Systems","Medical"
"Stora Enso Oyj","SEOAY","8556.53","79551","Paper and Related Products","Basic Materials"
"Sernova","SEOVF","56.02","15536","Medical - Instruments","Medical"
"Spectris","SEPJY","3324.48","40","Electronics - Miscellaneous Products","Computer and Technology"
"Septerna, Inc.","SEPN","1088.29","522211","Medical - Biomedical and Genetics","Medical"
"Serina Therapeutics, Inc.","SER","38.77","18638","Medical - Biomedical and Genetics","Medical"
"Sera Prognostics","SERA","224.9","73357","Medical Services","Medical"
"Serve Robotics Inc.","SERV","400.46","6470375","Computers - IT Services","Computer and Technology"
"SES AI","SES","134.35","2666412","Electronics - Miscellaneous Products","Computer and Technology"
"Sintana Energy Inc.","SEUSF","255.33","198375","Alternative Energy - Other","Oils-Energy"
"Sono Group","SEVCF","7.51","165077","Automotive - Foreign","Auto-Tires-Trucks"
"Sezzle Inc.","SEZL","2407.7","123343","Financial Transaction Services","Business Services"
"Stifel Financial","SF","11801.25","671199","Financial - Investment Bank","Finance"
"Sound Financial Bancorp","SFBC","134.69","1025","Banks - West","Finance"
"ServisFirst Bancshares","SFBS","5235.94","239589","Financial - Savings and Loan","Finance"
"Security Federal","SFDL","87.92","113","Banks - Southeast","Finance"
"Safeguard Scientifics","SFES","16.39","14569","Financial - SBIC & Commercial Industry","Finance"
"Samfine Creation Holdings Group Limited","SFHG","205.6","535836","Commercial Printing","Industrial Products"
"Stitch Fix","SFIX","479.45","1959251","Retail - Apparel and Shoes","Retail-Wholesale"
"SFL","SFL","1427.19","745040","Transportation - Shipping","Transportation"
"Sprouts Farmers Market","SFM","14513.74","1415683","Food - Natural Foods Products","Retail-Wholesale"
"Simmons First National","SFNC","3100.41","705664","Banks - Southeast","Finance"
"Appreciate Holdings, Inc.","SFRT","0","1980","Financial - Miscellaneous Services","Finance"
"Southern First Bancshares","SFST","351.93","20797","Banks - Southeast","Finance"
"Shengfeng Development Limited","SFWL","54.83","122963","Transportation - Services","Transportation"
"Sweetgreen","SG","4530.32","3146023","Retail - Restaurants","Retail-Wholesale"
"Saga Communications","SGA","85.72","13231","Broadcast Radio and Television","Consumer Discretionary"
"Singapore Telecommunications","SGAPY","40195.08","20479","Diversified Communication Services","Utilities"
"SES","SGBAF","2111.74","1598","Satellite and Communication","Computer and Technology"
"SAFE&GREEN HLDG","SGBX","1.41","3867966","Textile - Home Furnishing","Consumer Discretionary"
"Superior Group of Companies","SGC","284.99","45968","Textile - Apparel","Consumer Discretionary"
"Safe and Green Development Corporation","SGD","3.22","1481718","Real Estate - Development","Finance"
"Super Group (SGHC)","SGHC","2668.95","447102","Gaming","Consumer Discretionary"
"Shanghai Industrial","SGHIY","1698.77","88","Diversified Operations","Conglomerates"
"Sight Sciences","SGHT","214.69","238557","Medical - Instruments","Medical"
"Shionogi & Co.","SGIOY","12472.64","138320","Medical - Drugs","Medical"
"Singularity Future Technology","SGLY","5.89","24292","Technology Services","Business Services"
"SigmaTron International","SGMA","18.73","23885","Electronics - Miscellaneous Products","Computer and Technology"
"Sugarmade","SGMD",".01","30727","Paper and Related Products","Basic Materials"
"SIGMA LITHIUM","SGML","1409.26","770830","Electronics - Miscellaneous Products","Computer and Technology"
"Sangamo Therapeutics","SGMO","597.59","14464896","Medical - Biomedical and Genetics","Medical"
"Sagimet Biosciences Inc.","SGMT","182.21","867397","Medical - Biomedical and Genetics","Medical"
"Sage Group","SGPYY","13570.44","57447","Business - Software Services","Computer and Technology"
"SouthGobi Resources","SGQRF","89","0","Coal","Oils-Energy"
"SPAR Group","SGRP","56.75","104200","Business - Services","Business Services"
"Surgery Partners","SGRY","3859.48","619216","Medical Services","Medical"
"SGS","SGSOY","19101.93","52494","Business - Services","Business Services"
"Star Group, L.P.","SGU","413.51","18995","Electronics - Miscellaneous Products","Computer and Technology"
"Shake Shack","SHAK","5579.36","1111161","Retail - Restaurants","Retail-Wholesale"
"ShangriLa Asia","SHALY","2580.68","458","Hotels and Motels","Consumer Discretionary"
"Shore Bancshares","SHBI","536.56","104685","Banks - Northeast","Finance"
"Sotera Health","SHC","4557.32","899715","Medical Services","Medical"
"SOHO HOUSE&CO","SHCO","1062.13","94257","Internet - Software","Computer and Technology"
"ShinEtsu Chemical Co.","SHECY","76384.55","242742","Chemical - Diversified ","Basic Materials"
"Shell","SHEL","208700.06","4595412","Oil and Gas - Integrated - International","Oils-Energy"
"Shenandoah Telecommunications Co","SHEN","711.08","242673","Diversified Communication Services","Utilities"
"SHF Holdings, Inc.","SHFS","19.4","61680","Financial - Miscellaneous Services","Finance"
"Shinhan Financial Group Co","SHG","20655.89","135366","Banks - Foreign","Finance"
"Sun Hung Kai and Co.","SHGKY","644.52","5","Financial - Miscellaneous Services","Finance"
"Shimmick Corporation","SHIM","71.88","34481","Waste Removal Services","Business Services"
"Seanergy Maritime Holdings","SHIP","197.88","274884","Transportation - Shipping","Transportation"
"Shoals Technologies Group","SHLS","951.55","4289557","Solar","Oils-Energy"
"SHL Telemedicine Ltd. Unsponsored ADR","SHLT","44.51","3435","Medical Info Systems","Medical"
"","SHM","3702.29","345294","Financial - Investment Funds","Finance"
"SCHMID Group N.V.","SHMD","27.03","21958","Internet - Software","Computer and Technology"
"Sunstone Hotel Investors","SHO","2198.14","1868787","REIT and Equity Trust - Other","Finance"
"Steven Madden","SHOO","3240.88","762783","Shoes and Retail Apparel ","Consumer Discretionary"
"Shopify","SHOP","112418.48","4786710","Internet - Services","Computer and Technology"
"Safety Shot, Inc.","SHOT","61.6","383961","Medical - Products","Medical"
"Shuttle Pharmaceuticals Holdings, Inc.","SHPH","3.42","3340770","Medical - Drugs","Medical"
"Shapeways Holdings","SHPWQ","0","2769","Technology Services","Business Services"
"","SHV","18142.18","4651287","Financial - Investment Funds","Finance"
"SherwinWilliams","SHW","97384.12","2622396","Chemical - Specialty","Basic Materials"
"Shandong Weigao Medical Polymer Co.","SHWGF","3009.61","40","Medical - Products","Medical"
"","SHY","22708.77","3600799","Financial - Investment Funds","Finance"
"The Shyft Group","SHYF","503.62","307791","Automotive - Original Equipment","Auto-Tires-Trucks"
"SiBone","SIBN","638.75","414870","Medical - Instruments","Medical"
"Silvergate Capital","SICPQ","25.96","136095","Banks - Southwest","Finance"
"Sidus Space","SIDU","10.24","430674","Aerospace - Defense","Aerospace"
"Siebert Financial","SIEB","109.53","29315","Financial - Investment Bank","Finance"
"Siemens","SIEGY","157824","154974","Industrial Services","Industrial Products"
"Shanghai Electric Group Co.","SIELY","6465.62","597","Manufacturing - Electrical Utilities ","Industrial Products"
"SIFCO Industries","SIF","21.29","21072","Aerospace - Defense Equipment","Aerospace"
"Sify Technologies Limited","SIFY","99.32","206956","Internet - Services","Computer and Technology"
"Signet Jewelers","SIG","4297.06","751551","Retail - Jewelry","Retail-Wholesale"
"Siga Technologies","SIGA","540.53","467478","Medical - Drugs","Medical"
"Selective Insurance Group","SIGI","6072.11","458631","Insurance - Property and Casualty","Finance"
